ngram	t	p	p corrected	#members	meanM	StdevM	#nonMembers	meanN	StDevN
item	-0.211666994	0.83765571	3.13E+04	9	44.77777778	15.33605048	37302	45.86003431	19.51306806
couch	-0.206574638	0.838658617	3.13E+04	19	44.89473684	20.34670254	37293	45.85922291	19.51262797
dat	0.212429789	0.838801692	3.13E+04	7	47.28571429	17.75494566	37305	45.85999196	19.51250014
lived	0.206917324	0.840676446	3.14E+04	10	46.9	15.89863726	37301	45.85949438	19.51305922
cover	-0.203371575	0.840897196	3.14E+04	21	45	19.38298223	37291	45.8604489	19.51210733
fantastic	0.203192714	0.841034459	3.14E+04	21	46.61904762	17.11863368	37291	45.85972487	19.51334796
building	0.20418375	0.841369689	3.14E+04	14	47	20.89902464	37297	45.85934526	19.51176243
claire	0.205375758	0.841846099	3.14E+04	10	47.1	19.09886559	37301	45.85944077	19.51236361
lazy	-0.205841578	0.842050424	3.14E+04	9	45	12.52996409	37302	45.8599807	19.51350045
pot	-0.202926641	0.843258708	3.15E+04	11	44.81818182	17.02244508	37301	45.85989652	19.51266298
connected	0.19862591	0.844778162	3.15E+04	19	46.57894737	15.78436565	37292	45.85940684	19.5138962
shoes	-0.196938872	0.844780387	3.15E+04	45	45.24444444	20.98501149	37267	45.86084203	19.51029871
courage	-0.199245096	0.845152096	3.15E+04	14	44.57142857	24.20017255	37297	45.86025686	19.51042911
robert	-0.20243191	0.845333846	3.15E+04	8	44.625	17.25388155	37303	45.86003807	19.51266638
trees	0.198041537	0.84535984	3.15E+04	18	46.94444444	23.24415732	37293	45.85924973	19.51039693
mostly	-0.202036445	0.845628099	3.16E+04	8	45	12.0356613	37303	45.85995764	19.51340563
drove	0.195777943	0.846973313	3.16E+04	19	46.52631579	14.84126537	37292	45.85943366	19.51425437
meal	0.193890985	0.847240492	3.16E+04	41	46.46341463	19.94629986	37270	45.8591092	19.51179419
ms	0.197775994	0.847613736	3.16E+04	10	47.4	24.63150647	37301	45.85936034	19.5108619
thru	0.196178581	0.847751432	3.16E+04	13	47	20.9602799	37298	45.85937584	19.5117807
theyre	0.197917567	0.848042519	3.16E+04	9	46.88888889	15.60804636	37303	45.85899257	19.51303186
somewhat	-0.197764248	0.848847509	3.17E+04	8	44.5	19.44956849	37303	45.86006487	19.51227707
feedback	0.193923081	0.849019299	3.17E+04	15	46.8	18.78144981	37296	45.85939511	19.51253558
purse	-0.194336659	0.849162124	3.17E+04	13	44.46153846	25.93779541	37300	45.85970509	19.5102994
off	0.189964183	0.849502373	3.17E+04	231	46.08658009	18.20609888	37084	45.85821378	19.52010234
most	0.189731537	0.849773589	3.17E+04	151	46.13907285	18.03146869	37165	45.86000269	19.51771078
mess	-0.212867214	0.851152149	3.18E+04	3	44	15.13274595	37308	45.8599228	19.51247679
saving	-0.193643997	0.85195057	3.18E+04	8	44.75	16.21066668	37303	45.86001126	19.51283586
church	0.187394268	0.852173953	3.18E+04	47	46.44680851	21.51623099	37267	45.85837336	19.50930852
although	-0.188424558	0.852349996	3.18E+04	22	45.18181818	16.87950677	37289	45.86017324	19.51365119
brian	0.189238477	0.853066557	3.18E+04	13	46.84615385	18.79648085	37298	45.85942946	19.51249287
achieve	0.190516896	0.853646679	3.19E+04	9	46.88888889	16.20528035	37303	45.85958234	19.51265967
pay	-0.184486301	0.854096849	3.19E+04	81	45.45679012	19.6653562	37231	45.86033144	19.51177095
partners	0.191851308	0.854184028	3.19E+04	7	47.14285714	17.69584293	37304	45.85953249	19.51254613
reach	-0.190225372	0.854527484	3.19E+04	8	44.875	14.64277003	37303	45.85998445	19.51306992
an	-0.183217131	0.854690442	3.19E+04	572	45.72027972	18.28032565	36759	45.86155771	19.52899774
worries	-0.186295586	0.855323077	3.19E+04	13	44.84615385	19.63350094	37299	45.86077375	19.51236596
cookie	0.194019994	0.855612754	3.19E+04	5	47.6	20.05741758	37306	45.85954002	19.51220582
thanked	-0.183850678	0.855891967	3.19E+04	22	45.13636364	18.46049954	37289	45.86020006	19.51284394
fully	0.185178841	0.856179547	3.19E+04	13	46.84615385	19.20870529	37298	45.85942946	19.51236371
walking	0.180887837	0.857323673	3.20E+04	43	46.39534884	19.4264664	37268	45.85915531	19.51236349
hear	-0.181061047	0.85767039	3.20E+04	28	45.10714286	22.00562098	37283	45.86033849	19.51034341
joey	-0.202647868	0.858152995	3.20E+04	3	43.33333333	21.59475245	37308	45.85997641	19.51214474
history	0.186959093	0.859040302	3.21E+04	6	47.5	21.49185892	37305	45.85950945	19.51198561
flight	0.18038785	0.860448767	3.21E+04	11	46.81818182	17.63416106	37301	45.85890459	19.51281453
items	0.17895454	0.860957812	3.21E+04	13	47	22.97825059	37298	45.85937584	19.51104964
stood	-0.177155466	0.861753462	3.22E+04	16	45.125	16.59266906	37295	45.86008848	19.51335596
room	0.17273089	0.863216963	3.22E+04	99	46.17171717	17.90852061	37217	45.86033264	19.51610856
wrong	0.174617337	0.864290207	3.22E+04	13	46.92307692	21.9600453	37298	45.85940265	19.51142842
dan	0.172520155	0.865063701	3.23E+04	18	46.61111111	18.48095646	37293	45.85941061	19.51272621
dads	0.170279354	0.867063955	3.24E+04	16	46.6875	19.44811473	37295	45.85941815	19.51229372
workout	0.167789789	0.867872362	3.24E+04	31	46.38709677	17.50367089	37280	45.85933476	19.51380271
decisions	0.17173646	0.867906434	3.24E+04	9	46.77777778	16.03728295	37302	45.85955177	19.51294919
again	0.166351191	0.868243389	3.24E+04	93	46.16129032	17.53895684	37221	45.85827893	19.51633839
sunday	-0.167842702	0.868307345	3.24E+04	22	45.45454545	11.3209762	37289	45.86001234	19.51591755
meant	0.169629365	0.868682572	3.24E+04	11	47	22.29798197	37300	45.859437	19.51146547
provide	-0.16626964	0.869335785	3.24E+04	25	45.2	19.84733399	37286	45.86021563	19.51205048
mate	0.166814491	0.871202597	3.25E+04	10	47.2	25.41128358	37301	45.85941396	19.51062457
evan	-0.17053961	0.871271269	3.25E+04	6	43.5	33.89837754	37305	45.86015279	19.5096133
interested	-0.163836355	0.872199284	3.25E+04	15	45.13333333	17.17500953	37296	45.86006542	19.51309486
jokes	-0.164546394	0.87257756	3.26E+04	11	44.90909091	19.16483522	37300	45.86005362	19.51236098
co	0.163308279	0.872608275	3.26E+04	15	46.8	22.30374728	37296	45.85939511	19.51114351
blue	-0.162124207	0.872685665	3.26E+04	23	45.26086957	17.72060278	37288	45.86014267	19.51327837
awful	-0.165301985	0.87280518	3.26E+04	9	44.77777778	19.63910498	37302	45.86003431	19.51224096
upcoming	0.16870868	0.874211316	3.26E+04	5	47.4	20.41568025	37306	45.85956683	19.51216823
site	0.160678279	0.874489353	3.26E+04	16	46.75	22.16754384	37295	45.85939134	19.5111261
color	0.160720533	0.874607427	3.26E+04	15	46.6	17.83976297	37298	45.85950989	19.51238971
accepting	0.161425248	0.874972166	3.26E+04	11	47.09090909	25.30001797	37300	45.85941019	19.5104821
english	0.165419071	0.87509241	3.27E+04	6	47.16666667	19.35372488	37305	45.85956306	19.51228961
stomach	-0.165226978	0.875236713	3.27E+04	6	44.16666667	25.10312066	37305	45.86004557	19.51140693
us	0.157120457	0.875343422	3.27E+04	163	46.07361963	17.38260741	37156	45.85910755	19.51955251
peace	-0.157568387	0.875485259	3.27E+04	47	45.34042553	22.61422849	37264	45.8604283	19.50813268
emails	0.16032594	0.875527755	3.27E+04	12	46.58333333	15.63479996	37299	45.85954047	19.51330107
recently	0.15674732	0.876809902	3.27E+04	24	46.45833333	18.71288597	37287	45.85938799	19.51275257
sorted	-0.15637199	0.878336499	3.28E+04	13	45.23076923	14.50375725	37298	45.85999249	19.51367653
front	-0.154262404	0.878691306	3.28E+04	25	45.2	21.39314532	37286	45.86021563	19.51099891
greg	-0.156104632	0.879054356	3.28E+04	11	45.09090909	16.33679617	37300	45.86	19.51305309
returned	0.154816654	0.879537547	3.28E+04	13	46.69230769	19.39237228	37298	45.85948308	19.51230775
wearing	0.159050997	0.879851234	3.28E+04	6	47	17.56132113	37305	45.85958987	19.51251855
gym	0.151819421	0.879873289	3.28E+04	57	46.24561404	19.22821653	37255	45.85864985	19.51270291
painted	-0.154971955	0.879925113	3.28E+04	11	44.90909091	20.3492238	37300	45.86005362	19.51203945
access	0.152207185	0.881358623	3.29E+04	14	46.64285714	19.2537994	37297	45.85947931	19.51235909
kept	-0.150290999	0.882117615	3.29E+04	20	45.15	21.12687239	37291	45.86015392	19.51141184
kindness	0.14982053	0.883041915	3.29E+04	15	46.73333333	22.61626048	37297	45.85832641	19.51189522
sick	0.146581176	0.883788506	3.30E+04	91	46.13186813	17.65924925	37223	45.86011337	19.51628568
andy	0.149753524	0.883932571	3.30E+04	11	46.45454545	13.17090457	37301	45.85965524	19.51343821
thinks	0.148680412	0.884272743	3.30E+04	13	46.53846154	16.46013054	37298	45.8595367	19.51317655
created	-0.147425151	0.884897303	3.30E+04	15	45	22.59266632	37296	45.86011905	19.51102022
meals	-0.145592233	0.885076737	3.30E+04	36	45.41666667	18.26843492	37275	45.86020121	19.51340132
knew	0.145266246	0.885577144	3.30E+04	28	46.28571429	15.51786818	37283	45.85945337	19.51486852
university	-0.145179446	0.886635449	3.31E+04	15	45.33333333	14.04414808	37296	45.85998498	19.51403759
warm	0.142695449	0.886715791	3.31E+04	155	46.09032258	20.15954794	37156	45.8588115	19.50954228
plenty	0.144403893	0.886783921	3.31E+04	19	46.42105263	16.94538872	37292	45.85948729	19.51342885
wrote	0.143661264	0.886874098	3.31E+04	27	46.40740741	19.81502782	37284	45.85937668	19.51205715
exams	0.143536208	0.886892277	3.31E+04	29	46.27586207	15.6134021	37282	45.8594496	19.51490756
age	0.14380532	0.887166319	3.31E+04	20	46.4	16.79724288	37292	45.859675	19.51333195
universe	0.147134149	0.887172845	3.31E+04	8	47	21.92193943	37303	45.85952872	19.51178822
issue	-0.143854739	0.887409098	3.31E+04	17	45.29411765	16.18936652	37295	45.85915002	19.51405619
paperwork	0.145292593	0.887679275	3.31E+04	10	46.6	16.11210725	37301	45.85957481	19.51302064
more	0.141121198	0.8878617	3.31E+04	319	45.9968652	17.67090819	37013	45.85650987	19.52596038
sleeping	-0.141299937	0.888031387	3.31E+04	72	45.55555556	18.22928219	37240	45.8594522	19.51516336
start	0.140611339	0.888515656	3.32E+04	84	46.11904762	16.96303903	37228	45.85841302	19.51789439
medical	0.142433177	0.889312133	3.32E+04	12	46.83333333	23.68287964	37299	45.85946004	19.51090617
headache	-0.142012796	0.889636127	3.32E+04	12	45	20.97617696	37299	45.86004987	19.51182145
world	0.138912215	0.889854058	3.32E+04	84	46.11904762	17.14249617	37229	45.8588466	19.51678207
seem	-0.140290975	0.889904804	3.32E+04	20	45.3	17.86528536	37292	45.86061354	19.51309199
receive	0.145211127	0.890214557	3.32E+04	6	47	19.23538406	37305	45.85958987	19.51230698
taylor	0.144029815	0.891099651	3.32E+04	6	46.83333333	16.55797894	37305	45.85961667	19.51263758
wifes	0.145588756	0.89128717	3.33E+04	5	47.8	29.80268444	37306	45.85951322	19.51086817
radio	0.142016451	0.891714267	3.33E+04	7	47	21.24460716	37304	45.8595593	19.51197823
n	0.136124973	0.892769494	3.33E+04	27	46.37037037	19.4978266	37289	45.85939553	19.51101701
personal	-0.135015169	0.893243502	3.33E+04	43	45.44186047	20.30986428	37268	45.86025545	19.51135304
despite	-0.13466037	0.893430462	3.33E+04	50	45.5	18.9308624	37263	45.86077342	19.5126562
path	0.135457335	0.893937774	3.34E+04	17	46.41176471	16.80423616	37294	45.85952164	19.51335312
busy	-0.134032871	0.89444803	3.34E+04	26	45.38461538	18.07778067	37286	45.86000107	19.5129465
waiting	0.13214067	0.89569841	3.34E+04	33	46.24242424	16.6396182	37278	45.85943452	19.5145565
storage	-0.13946813	0.895782958	3.34E+04	5	45.6	4.159326869	37306	45.85980807	19.51327379
silly	-0.132293293	0.896141374	3.34E+04	20	45.35	17.23605462	37291	45.86004666	19.51336402
anniversary	0.132450332	0.897019117	3.35E+04	12	46.91666667	27.64863414	37299	45.85943323	19.50936617
keeping	-0.130301819	0.897459534	3.35E+04	24	45.25	22.93516381	37287	45.86016574	19.5099726
kindle	-0.131359604	0.898094838	3.35E+04	11	45	21.71174797	37300	45.86002681	19.51164697
needed	-0.128300201	0.898153001	3.35E+04	107	45.62616822	18.72568782	37207	45.85879001	19.51491096
potential	0.129519266	0.899090428	3.35E+04	13	46.46153846	16.74622039	37299	45.85983538	19.51290817
afraid	-0.129005924	0.900979182	3.36E+04	8	45.125	16.11066639	37303	45.85993084	19.51285521
presents	-0.140705514	0.900988756	3.36E+04	3	45	10.58300524	37308	45.85984239	19.51264312
your	-0.126471973	0.901154654	3.36E+04	15	45.33333333	16.12303882	37296	45.85998498	19.51343437
melissa	0.125729531	0.901868443	3.36E+04	14	46.57142857	21.18313656	37297	45.85950613	19.51166327
able	0.123153237	0.902012205	3.37E+04	884	45.93325792	17.76794747	36454	45.85858891	19.55036083
bank	0.122861667	0.903745438	3.37E+04	17	46.47058824	20.50340718	37294	45.85949482	19.51183509
happily	0.122643149	0.903915727	3.37E+04	17	46.47058824	20.53995389	37294	45.85949482	19.5118186
greeting	-0.121497408	0.904570575	3.38E+04	20	45.45	15.1082933	37292	45.86064035	19.5144025
foot	-0.121319179	0.905292527	3.38E+04	14	45.07142857	24.31986932	37297	45.86006917	19.51038723
recovering	0.128972952	0.905538047	3.38E+04	4	47	17.68238295	37307	45.859651	19.51241217
assignment	0.120842495	0.905661901	3.38E+04	14	46.42857143	17.61430488	37297	45.85955975	19.51290175
trailer	-0.127930004	0.90629494	3.38E+04	4	45	13.4412301	37307	45.85986544	19.51268571
right	-0.117816191	0.906424838	3.38E+04	112	45.65178571	18.67730223	37200	45.86005376	19.51456188
number	-0.119107596	0.906671434	3.38E+04	17	45.29411765	19.58559645	37294	45.8600311	19.51224023
insurance	-0.117520428	0.907385752	3.39E+04	26	45.34615385	22.31581019	37286	45.86061793	19.5102203
now	0.115693728	0.907990341	3.39E+04	242	46.00413223	19.26372937	37074	45.86038733	19.51598623
group	0.115792651	0.908367113	3.39E+04	43	46.1627907	17.1671478	37268	45.85942363	19.51475675
thomas	0.124990857	0.908434857	3.39E+04	4	47.25	22.24672261	37307	45.8596242	19.51203487
laid	-0.117640364	0.90847197	3.39E+04	12	45.16666667	20.41315678	37299	45.85999625	19.5119997
cant	0.11509947	0.909042023	3.39E+04	35	46.22857143	18.9644958	37276	45.85942698	19.51276484
performance	-0.118131653	0.909279998	3.39E+04	8	45.125	17.59413457	37303	45.85993084	19.51261478
begin	0.117625848	0.909667208	3.39E+04	8	46.875	24.4156712	37303	45.85955553	19.51123402
guys	-0.127636649	0.910111615	3.40E+04	3	44	25.23885893	37308	45.8599228	19.51191631
pool	-0.114474461	0.910284958	3.40E+04	17	45.23529412	22.49869277	37294	45.86005792	19.51089155
wasnt	0.111625847	0.91147332	3.40E+04	64	46.09375	16.76420861	37248	45.85956293	19.51636659
ideas	0.112349923	0.911722491	3.40E+04	20	46.25	15.55930928	37292	45.85895098	19.5141808
medication	0.112440864	0.912331177	3.40E+04	13	46.38461538	16.82031738	37299	45.85994263	19.51293642
dealing	0.111538394	0.912358082	3.40E+04	20	46.35	19.6610087	37291	45.85951034	19.51219611
exactly	-0.112431878	0.913249246	3.41E+04	9	45.22222222	17.01306687	37302	45.85992708	19.51277465
jesse	0.11163426	0.914245697	3.41E+04	8	46.625	19.39025897	37303	45.85960915	19.5122951
gift	-0.10717857	0.915195644	3.41E+04	40	45.525	19.81839019	37273	45.86102541	19.51256613
shape	-0.108709964	0.915388982	3.42E+04	12	45.25	19.41004894	37300	45.85922252	19.51257415
para	-0.109181479	0.915452327	3.42E+04	10	45.3	16.21419132	37301	45.85992333	19.51300185
at	-0.105915584	0.915667143	3.42E+04	1112	45.80665468	18.03325837	36262	45.86495505	19.55150426
smile	0.105801449	0.915903062	3.42E+04	130	46.03846154	19.26856453	37182	45.85934054	19.51288563
si	-0.107888169	0.916025912	3.42E+04	12	45.25	19.58721754	37300	45.86013405	19.51201461
coffee	-0.105552513	0.916036463	3.42E+04	212	45.72169811	18.85119833	37104	45.85877533	19.51582907
fiance	0.106119188	0.916129035	3.42E+04	34	46.20588235	19.02594626	37277	45.85945757	19.51269786
payments	0.107858201	0.916240144	3.42E+04	11	46.45454545	18.28312685	37301	45.85986971	19.51240105
included	-0.108497739	0.916644123	3.42E+04	8	45.125	19.15677799	37303	45.85993084	19.51233862
comments	-0.107952931	0.91706084	3.42E+04	8	45.125	19.25347835	37303	45.85993084	19.51232076
josh	-0.105314501	0.917357666	3.42E+04	18	45.38888889	18.97409655	37293	45.86000054	19.51251469
constantly	0.104813004	0.917393089	3.42E+04	25	46.16	14.32270924	37286	45.85957196	19.51516998
loss	0.106100785	0.917597847	3.42E+04	11	46.27272727	12.90806654	37300	45.85965147	19.51374511
practice	0.103862123	0.918218512	3.43E+04	23	46.26086957	18.52570055	37288	45.85952585	19.51284032
volunteer	0.106120517	0.918461354	3.43E+04	8	46.375	13.73148104	37304	45.85969333	19.51293746
o	0.103516631	0.918488744	3.43E+04	23	46.17391304	14.53413591	37292	45.8600236	19.51383673
replied	-0.107480373	0.918586188	3.43E+04	6	45	19.59591794	37305	45.85991154	19.51226121
shelf	0.107471356	0.918592813	3.43E+04	6	46.66666667	18.39202726	37305	45.85964348	19.51241864
homemade	-0.103772626	0.91921557	3.43E+04	12	45.41666667	14.79224817	37299	45.85991582	19.5134975
moments	-0.101388943	0.920302987	3.43E+04	20	45.4	20.28585195	37291	45.86001984	19.51187061
floor	0.102526897	0.921212284	3.44E+04	8	46.5	17.66352173	37303	45.85963595	19.51260373
mortgage	0.101146119	0.921432575	3.44E+04	11	46.45454545	19.50571012	37300	45.85959786	19.51227457
hate	0.102281341	0.92250671	3.44E+04	6	46.5	15.33297101	37305	45.85967029	19.51277397
asleep	0.097861742	0.923013848	3.44E+04	21	46.14285714	13.25249303	37292	45.859675	19.51480371
has	0.096018833	0.92356791	3.45E+04	304	45.96381579	18.22291398	37019	45.86298928	19.52372356
free	0.096137226	0.923604507	3.45E+04	100	46.02	16.68058813	37211	45.85934267	19.51925971
special	-0.095990396	0.924045366	3.45E+04	38	45.52631579	21.42710691	37273	45.86011322	19.51027835
changed	0.096785793	0.924267245	3.45E+04	15	46.33333333	18.95357737	37296	45.8595828	19.5124799
adam	-0.09594673	0.92462171	3.45E+04	19	45.47368421	17.56691468	37293	45.8604832	19.5131558
active	-0.094796533	0.92572993	3.45E+04	16	45.4375	17.80999251	37296	45.85969005	19.51273351
keeps	-0.09367036	0.926181117	3.46E+04	24	45.5	18.82181898	37287	45.86000483	19.51269172
who	-0.091980788	0.926731686	3.46E+04	948	45.80801688	18.58452136	36441	45.86432864	19.53693569
ipad	-0.093222301	0.926882965	3.46E+04	17	45.47058824	17.21597241	37294	45.85995066	19.51320092
allows	0.091533232	0.927548347	3.46E+04	39	46.1025641	16.5700981	37272	45.85951921	19.51504728
sweetie	0.095426339	0.927681687	3.46E+04	6	46.66666667	20.71392446	37305	45.85964348	19.51210678
dentist	-0.09316539	0.928062416	3.46E+04	9	45.11111111	24.11143113	37302	45.85995389	19.51116935
water	-0.089920825	0.928669792	3.47E+04	57	45.64912281	17.70440949	37256	45.86018359	19.51442257
inspiration	0.092535683	0.928864676	3.47E+04	8	46.875	31.03655679	37303	45.85955553	19.50946836
fear	0.090217057	0.929895023	3.47E+04	11	46.36363636	18.52173171	37301	45.85973566	19.51228261
engaged	-0.089987976	0.930072478	3.47E+04	11	45.36363636	18.28809846	37300	45.85991957	19.51259154
wouldnt	0.088218265	0.930405071	3.47E+04	26	46.19230769	19.18336619	37286	45.86029609	19.51277474
choice	-0.088586978	0.930663045	3.47E+04	15	45.53333333	14.27218407	37296	45.85990455	19.51397724
lack	-0.087996205	0.931329711	3.48E+04	13	45.46153846	16.32796877	37300	45.86013405	19.51271536
level	-0.086794624	0.931848	3.48E+04	18	45.44444444	20.30711907	37293	45.85997372	19.51190363
errands	0.086950465	0.93203481	3.48E+04	14	46.28571429	18.33210119	37297	45.85961337	19.51267266
knowledge	0.087105597	0.932151944	3.48E+04	12	46.33333333	18.83581373	37299	45.8596209	19.51246968
can	0.084976767	0.932315163	3.48E+04	470	45.93617021	18.97322123	36864	45.861301	19.52041705
feeling	-0.083693335	0.933393782	3.48E+04	178	45.74719101	18.01844999	37136	45.86053964	19.51882102
seemed	-0.084963677	0.9335838	3.48E+04	14	45.42857143	18.99276901	37297	45.85993512	19.51245237
future	0.083123877	0.934212215	3.49E+04	37	46.08108108	16.19907127	37274	45.85955358	19.51520238
